Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
43,1,3,15,3,2,3,4,1,4,0,2,0,3,0,2,2,25503
30,1,1,8,2,1,4,4,0,3,1,3,0,1,1,3,1,22438
51,0,3,7,2,2,4,4,1,3,1,2,0,3,1,2,2,25406
41,0,1,16,2,2,4,5,1,3,1,2,0,5,0,2,2,23554
33,0,3,15,3,0,3,4,3,3,3,3,0,4,1,2,3,27676
22,0,3,16,3,2,3,4,0,3,3,3,0,4,0,1,1,21288
40,1,1,16,2,1,2,1,0,3,1,4,1,3,0,1,1,17213
53,1,3,6,3,1,2,3,1,5,3,1,0,1,1,1,2,23381
29,0,1,9,3,2,3,5,0,5,2,2,0,4,0,1,1,21239
44,0,1,16,3,2,4,4,1,3,1,5,1,3,1,3,2,24357
23,1,1,13,3,2,4,4,0,3,0,2,0,2,1,1,1,21451
43,1,1,36,3,2,3,6,1,3,3,6,0,3,1,1,2,22950
33,0,3,23,2,2,2,3,4,3,2,2,0,3,1,0,0,32444
37,0,3,7,3,0,3,4,1,3,3,6,0,1,1,2,2,25331
37,1,1,16,2,1,2,1,3,3,1,2,1,1,0,1,3,28744
40,1,3,10,3,1,3,4,1,3,1,6,1,4,1,2,2,23916
36,1,1,7,2,1,3,2,0,3,2,5,0,3,1,2,1,21184
50,1,1,23,3,1,4,4,0,5,1,6,1,1,1,2,1,21265
21,0,3,6,1,1,3,4,0,4,2,2,1,5,1,2,1,17174
28,1,3,9,3,1,4,6,2,4,2,4,1,5,1,2,4,21195
52,1,1,15,2,2,3,5,3,4,0,7,0,3,1,2,3,31168
40,1,1,14,3,2,3,4,0,3,3,2,1,4,1,2,1,24094
29,1,1,12,3,1,2,3,0,3,1,2,0,3,0,1,1,18131
35,0,1,17,3,2,3,4,3,5,0,3,1,5,1,1,3,24884
38,1,3,13,3,2,4,4,1,3,1,6,0,3,1,1,2,25180
51,0,1,6,3,1,1,4,3,5,3,4,0,2,1,0,3,22484
22,0,3,16,3,2,3,4,0,3,3,3,0,4,1,1,1,21288
36,1,2,19,2,2,2,3,0,4,1,5,0,3,1,1,1,17143
31,1,1,17,3,2,3,3,1,5,1,2,1,1,1,1,2,21833
28,1,3,16,3,2,3,4,1,3,3,3,0,1,0,2,2,22783
50,1,1,7,1,1,3,5,4,3,2,2,1,3,0,1,0,32642
28,1,1,13,2,2,3,5,0,3,1,3,0,1,1,2,1,21217
40,1,1,14,2,1,3,3,1,5,1,3,1,1,0,0,2,21516
29,1,1,21,2,2,2,3,0,3,2,2,0,3,0,0,1,17340
40,1,1,17,3,2,4,4,3,3,2,2,0,3,1,1,3,32142
29,0,1,7,3,2,3,4,0,3,2,2,1,4,0,1,1,20832
31,1,1,8,3,2,4,4,0,4,1,2,1,4,1,3,1,22257
41,1,1,15,2,2,3,3,0,5,0,3,0,2,0,2,1,17238
31,0,3,8,2,1,2,4,0,3,2,1,0,5,0,1,1,17785
21,1,1,7,2,1,3,5,0,4,3,3,0,4,1,1,1,21514
42,1,3,15,3,1,3,4,1,4,1,7,0,3,1,2,2,23071
29,1,3,12,3,2,4,4,1,3,3,3,0,3,0,2,2,23586
54,0,1,7,3,1,3,5,4,3,1,6,1,1,0,1,0,31643
59,0,2,8,2,1,2,4,2,3,0,1,0,2,1,1,4,33844
51,1,1,6,2,2,3,3,0,3,0,2,0,4,1,0,1,17723
32,0,1,27,2,2,4,4,3,3,0,5,0,3,1,1,3,28502
37,0,3,15,1,2,3,4,1,3,1,6,0,3,1,2,2,23757
56,0,3,12,2,1,2,2,4,5,0,1,0,3,1,0,0,28212
60,1,1,13,2,1,2,3,2,5,1,6,0,5,1,0,4,34566
30,1,1,25,3,2,3,5,0,3,2,3,1,3,0,2,1,21067
30,1,1,35,3,1,4,5,0,5,3,3,0,1,0,2,1,22463
47,1,2,12,3,2,4,4,1,4,1,2,1,5,1,3,2,23699
37,0,3,17,3,2,3,4,3,3,2,3,0,1,1,2,3,28658
29,1,1,28,3,2,3,4,0,3,1,3,0,1,0,1,1,21391
36,1,1,7,3,2,2,5,0,3,3,3,0,4,1,1,1,21537
23,1,1,16,1,2,2,1,0,3,1,3,0,1,1,0,1,17073
32,1,1,15,2,1,4,4,1,3,3,3,0,5,0,2,2,23102
41,0,1,9,3,1,3,2,1,4,1,3,0,3,0,1,2,22922
34,1,1,7,2,2,4,5,0,5,3,5,1,4,0,1,1,21477
37,1,1,7,2,1,3,4,1,4,1,2,0,5,1,2,2,23906
36,1,1,14,1,1,2,3,3,3,1,2,0,4,1,1,3,25096
33,0,3,11,2,2,3,3,1,3,0,7,0,1,1,2,2,24998
37,0,1,25,2,2,3,2,0,3,1,6,0,5,1,2,1,22366
55,1,1,24,1,1,3,4,3,3,0,2,0,5,1,1,3,29417
32,1,1,33,2,2,3,4,0,3,1,3,0,3,1,2,1,21589
45,1,1,13,2,2,2,3,3,5,1,3,0,3,1,1,3,24724
50,1,1,32,2,1,3,4,0,5,1,3,0,3,0,1,1,21889
20,1,3,28,2,2,3,5,0,4,2,3,1,2,0,2,1,20799
35,1,1,14,2,2,2,1,0,3,1,2,0,5,1,1,1,17269
35,1,3,6,3,2,3,3,3,4,1,2,0,4,0,0,3,22295
54,1,1,25,3,1,3,3,1,5,1,1,1,3,0,2,2,20485
33,1,1,27,3,2,3,1,0,4,1,2,0,1,1,1,1,17028
36,0,1,7,3,2,4,4,0,5,1,6,0,1,0,2,1,20872
37,1,1,10,2,1,3,4,0,3,1,7,0,2,1,1,1,21513
24,0,3,16,3,2,3,4,0,5,1,3,0,5,1,1,1,20468
40,1,3,16,3,2,3,4,3,4,1,3,0,4,0,0,3,24705
30,1,3,21,3,2,3,4,3,5,1,3,0,1,0,2,3,22140
36,0,1,15,2,1,3,4,1,3,1,3,0,5,1,2,2,22826
61,0,3,35,3,1,4,5,3,5,1,6,0,1,1,1,3,28944
56,1,1,9,1,2,4,5,0,3,1,2,0,5,0,1,1,21340
27,1,3,11,3,2,3,5,1,3,3,3,1,1,1,1,2,24506
36,1,3,7,3,0,4,4,1,3,3,3,0,4,1,1,2,23537
35,1,1,33,3,1,2,4,0,5,2,2,0,4,1,1,1,17559
30,1,3,7,3,1,3,5,0,3,1,8,1,2,0,2,1,21478
57,0,1,7,2,2,3,4,1,3,1,3,0,3,0,1,2,24984
28,1,1,7,2,1,4,4,3,5,1,3,0,4,0,3,3,26090
38,1,3,9,2,2,3,3,3,3,1,1,0,1,1,1,3,25609
34,1,1,17,3,2,3,6,0,3,1,2,0,5,0,1,1,22086
60,1,1,10,3,1,3,2,0,5,1,6,1,1,0,2,1,21348
30,1,3,16,3,2,3,4,1,3,1,2,0,1,0,1,2,21578
33,1,1,11,2,1,4,5,1,3,0,3,0,4,1,1,2,24840
26,1,3,20,3,2,3,4,0,3,0,3,0,3,1,1,1,20774
38,1,1,17,3,1,4,4,0,4,1,3,0,1,1,1,1,22614
48,1,3,8,3,2,2,4,1,4,3,1,1,1,1,0,2,22898
21,1,3,16,2,2,3,4,0,5,3,3,0,1,0,2,1,21406
28,1,1,9,3,2,3,4,0,4,1,2,0,5,1,2,1,22146
29,1,1,36,2,2,4,6,1,4,0,3,0,1,1,3,2,25227
41,1,2,25,2,2,3,2,0,5,1,2,0,1,1,2,1,21065
35,1,3,16,3,2,3,4,3,3,1,6,0,3,1,2,3,23168
57,1,1,31,2,2,4,4,0,3,2,3,0,3,0,1,1,21265
35,1,1,13,2,2,3,4,0,3,1,2,0,3,1,0,1,17690
30,1,1,9,1,1,2,3,0,5,2,6,1,4,1,1,1,17657
39,0,2,7,2,2,3,4,0,4,1,2,1,1,1,2,1,21669
27,1,1,8,2,1,2,3,0,5,1,2,0,3,0,1,1,17341
34,1,1,14,3,1,3,3,1,3,2,4,0,4,1,1,2,21142
32,0,1,36,3,2,4,5,0,4,3,2,0,3,0,3,1,22157
38,1,1,6,2,1,2,2,1,3,3,1,0,2,1,1,2,22625
37,1,3,9,2,2,2,3,3,3,3,3,0,3,0,1,3,22428
47,1,1,9,1,2,3,4,1,3,1,4,0,1,0,1,2,26057
58,1,1,29,3,1,3,3,3,3,0,2,0,3,1,0,3,25312
43,0,1,13,3,2,2,2,0,3,1,5,0,4,0,1,1,17089
48,1,3,9,3,1,3,4,1,3,0,2,1,2,1,1,2,23215
56,1,1,11,2,2,2,4,1,3,0,2,1,4,0,1,2,22713
40,1,1,30,1,2,3,3,1,3,1,2,0,3,1,1,2,18319
42,1,1,23,2,1,2,1,1,5,3,4,1,1,1,1,2,21545
40,1,3,15,3,2,2,3,1,5,1,1,0,3,1,1,2,20473
39,1,2,7,2,2,3,2,0,3,1,3,0,4,1,1,1,21522
29,1,1,34,2,1,3,3,0,3,1,5,0,5,1,0,1,17514
41,1,1,15,3,2,4,5,0,3,3,3,1,4,1,3,1,27772
50,1,1,16,1,2,3,4,3,3,3,7,0,5,0,2,3,25496
26,1,3,35,2,2,3,5,1,3,1,4,0,4,1,2,2,27317
37,0,1,17,2,2,2,3,3,3,1,2,1,3,1,1,3,27185
33,1,1,10,3,1,4,4,1,5,0,3,0,2,1,2,2,25403
30,1,3,14,2,2,3,3,3,3,1,6,0,3,1,0,3,22264
28,1,1,26,2,2,4,5,0,5,1,3,0,1,0,1,1,22744
41,0,3,15,2,2,2,5,4,3,1,1,0,5,1,1,0,21151
58,1,1,13,3,1,2,4,3,5,0,1,1,4,1,0,3,25008
45,1,1,15,2,2,4,2,0,3,1,4,1,3,1,1,1,21496
29,1,1,13,3,1,3,4,0,3,1,7,0,5,1,0,1,17532
35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,1,2,24952
25,1,1,24,3,1,3,5,1,3,1,3,0,3,1,2,2,23055
28,0,3,27,2,1,3,4,1,3,2,3,0,1,1,2,2,28659
40,0,3,11,2,2,2,4,3,5,1,6,1,5,0,0,3,25475
30,1,3,8,1,2,3,3,0,4,1,2,0,3,1,0,1,17476
38,0,3,16,1,1,2,3,1,3,2,2,1,3,1,0,2,20666
30,1,1,15,2,2,4,6,0,5,1,3,1,3,0,2,1,20797
36,1,1,15,2,2,3,3,0,3,0,3,0,5,1,2,1,20947
42,1,1,10,1,2,2,3,2,3,1,2,0,1,0,0,4,34232
32,1,1,14,2,2,3,4,1,3,1,5,0,3,1,1,2,24593
39,1,1,6,3,1,3,3,0,3,1,1,0,3,1,0,1,17232
36,0,3,25,2,2,4,4,3,5,0,3,0,4,1,1,3,27747
27,0,1,12,3,1,3,5,0,3,0,3,1,2,0,2,1,21044
35,0,3,14,3,1,3,4,3,3,1,5,1,5,1,2,3,25377
32,0,3,9,2,1,3,4,3,3,1,3,1,1,1,1,3,28530
35,1,1,34,3,1,4,4,0,4,2,4,0,3,1,1,1,20989
37,1,3,7,2,2,3,4,1,3,1,3,1,3,1,2,2,24879
38,0,3,11,3,2,3,4,0,3,1,6,0,4,1,1,1,21471
54,1,1,9,2,2,2,3,4,3,1,4,0,5,0,0,0,32779
42,0,1,9,2,0,4,5,1,3,3,4,1,2,0,1,2,25489
39,1,1,25,3,2,3,6,1,3,1,5,1,5,0,2,2,24489
37,0,1,16,2,2,4,2,0,4,1,3,0,5,1,1,1,21488
28,1,1,6,1,2,2,3,0,5,2,3,0,4,0,0,1,17080
24,1,3,6,1,1,3,3,0,4,2,2,1,4,1,2,1,18202
49,0,1,24,2,2,3,3,1,3,1,2,1,1,0,0,2,21804
20,1,1,16,2,2,3,4,0,5,2,3,0,3,0,2,1,21230
36,1,1,30,2,2,3,5,1,3,1,5,1,4,1,1,2,24594
30,1,1,7,3,2,3,4,0,3,1,2,1,3,1,1,1,23465
37,1,1,19,3,0,3,5,3,3,3,2,0,2,1,1,3,27536
42,1,3,14,3,2,2,3,1,4,0,1,0,3,0,1,2,21825
32,0,1,30,2,2,3,3,1,3,1,2,0,4,1,2,2,20309
38,1,1,9,1,1,2,3,1,3,2,4,1,5,0,0,2,1000
59,0,1,7,2,2,3,6,1,3,1,4,1,1,1,2,2,24338
34,0,3,29,3,2,4,4,1,4,0,2,0,2,0,2,2,24824
38,1,3,20,2,2,3,3,1,4,1,1,0,5,1,2,2,24924
53,1,1,9,2,1,3,5,0,3,3,2,0,3,1,1,1,21890
55,1,3,24,2,1,2,3,4,4,2,4,0,2,0,1,0,31835
43,1,3,7,2,2,2,4,1,3,1,3,0,3,1,1,2,23585
35,1,1,16,3,0,3,5,3,4,3,3,0,1,1,1,3,27299
22,1,1,10,3,2,4,5,0,3,3,3,0,5,1,2,1,21908
50,1,3,34,3,2,2,4,3,5,1,5,1,5,0,0,3,25854
39,1,1,36,1,2,3,4,1,3,1,5,0,1,0,1,2,24939
45,1,1,8,2,1,3,4,0,3,2,2,0,3,1,1,1,17274
28,1,1,15,3,1,4,4,0,3,3,3,0,4,1,3,1,22123
39,1,1,22,2,2,4,5,3,3,1,2,1,5,1,3,3,30188
32,1,3,25,2,2,3,5,3,3,1,4,0,3,1,2,3,24610
35,1,1,6,3,2,2,4,0,3,0,7,0,2,1,1,1,17258
36,1,1,9,2,2,3,5,3,4,1,4,0,4,1,1,3,28952
18,0,1,14,3,2,3,3,0,3,2,2,0,5,1,0,1,16904
33,1,1,6,2,2,3,3,0,3,2,2,1,3,1,0,1,17686
44,0,2,6,2,2,2,3,1,3,1,5,1,5,1,1,2,20743
38,1,1,14,3,2,2,4,3,3,2,6,0,1,0,1,3,32342
27,1,3,8,3,1,3,5,2,4,2,3,1,5,1,1,4,17517
44,0,1,28,3,2,4,4,0,3,1,2,0,4,1,3,1,20936
43,0,1,16,2,1,2,4,1,3,1,2,0,3,0,0,2,20257
34,1,1,14,2,1,2,3,1,5,1,4,0,5,1,0,2,20121
31,1,1,23,2,2,3,4,0,3,1,3,0,1,0,1,1,21540
39,0,1,15,2,2,3,3,1,4,3,21,0,2,1,0,2,21782
18,1,3,16,3,1,3,4,0,3,2,2,0,2,1,2,1,16200
41,1,1,9,3,1,3,5,0,3,2,2,1,3,0,1,1,21020
52,1,1,13,2,2,2,3,3,4,3,1,0,3,1,1,3,25445
45,1,2,10,2,1,2,5,3,3,1,5,0,1,1,1,3,24756
31,0,1,9,3,2,3,3,3,3,1,1,0,4,1,2,3,28675
41,1,1,21,3,2,3,5,2,3,2,3,0,3,1,2,4,38304
52,0,3,8,2,2,3,4,2,3,2,2,1,1,1,0,4,34068
33,0,3,6,2,1,2,1,1,5,1,3,0,3,0,1,2,20376
32,1,1,14,3,0,3,4,3,3,3,3,1,4,1,2,3,25821
32,1,3,14,3,2,2,1,1,3,0,2,0,5,0,0,2,21209
58,1,3,16,3,2,2,3,4,3,2,1,0,3,0,1,0,28872
48,1,1,8,1,2,3,1,0,4,2,6,0,2,0,2,1,17559
19,0,1,16,3,1,3,4,0,4,2,2,1,5,0,2,1,16859
41,1,1,13,2,1,4,4,4,3,2,2,0,5,1,3,0,31915
30,1,3,27,3,2,3,4,1,3,1,4,0,1,1,1,2,25609
32,0,1,7,2,1,4,4,1,5,1,3,0,5,1,1,2,22826
33,0,3,33,3,2,4,4,1,3,0,2,0,4,1,3,2,23143
49,1,3,14,1,2,2,4,4,4,1,7,0,4,1,1,0,28120
32,1,3,13,3,2,4,3,1,3,1,6,0,5,1,3,2,24138
28,0,1,6,3,2,2,4,0,4,1,2,0,4,0,0,1,17596
43,1,3,22,3,1,3,3,4,3,1,6,1,3,0,0,0,31064
29,1,1,9,2,2,4,5,0,4,1,2,0,1,0,3,1,21879
32,0,1,8,2,2,3,3,0,3,2,1,0,5,1,1,1,18068
36,0,1,17,2,2,3,4,1,4,3,2,0,4,1,1,2,21499
25,0,1,9,1,1,3,4,0,3,3,3,1,3,1,2,1,22438
53,0,3,8,3,1,2,4,3,4,0,3,0,2,0,1,3,22525
38,1,1,8,3,2,3,3,0,3,0,7,1,4,0,0,1,18057
30,1,3,34,3,1,3,4,3,3,1,3,0,3,0,1,3,26317
47,1,3,17,3,1,4,5,3,3,0,4,1,2,1,2,3,27749
24,1,1,24,2,2,2,3,0,3,0,1,0,4,1,0,1,17774
30,0,1,9,2,2,2,3,0,3,1,5,0,3,1,0,1,17097
48,1,3,9,3,1,3,4,1,3,1,2,1,1,1,2,2,23215
55,0,1,14,3,2,2,4,4,4,1,2,1,3,1,1,0,28577
47,1,3,9,2,2,4,4,3,3,1,6,1,3,0,3,3,29046
36,1,2,14,2,2,3,4,0,5,1,1,0,1,0,1,1,17342
53,1,1,29,2,1,3,3,4,3,2,7,0,5,1,1,0,29275
53,1,1,15,2,1,3,4,0,5,0,2,0,1,1,2,1,21628
34,1,3,12,3,1,3,4,0,3,3,3,1,1,0,2,1,21529
39,1,2,7,2,2,3,2,0,3,0,3,0,4,1,1,1,21522
54,1,1,8,1,1,2,3,3,3,1,1,0,4,0,0,3,28549
25,1,3,11,3,1,3,4,1,3,0,3,1,5,1,1,2,22840
55,1,3,10,3,1,3,4,1,5,0,4,0,4,1,2,2,24618
50,1,1,6,3,2,3,3,4,3,1,1,0,5,0,2,0,32399
45,1,3,7,3,1,4,4,1,5,1,7,1,2,0,1,2,24132
38,1,3,8,2,1,2,3,1,5,1,4,0,4,0,1,2,21893
30,1,1,14,3,1,4,5,0,3,1,8,0,5,1,2,1,21210
30,0,1,8,3,1,2,3,0,3,2,1,0,4,1,0,1,17564
34,1,3,9,2,1,2,5,1,3,2,6,0,1,1,0,2,21029
48,1,3,13,3,2,3,3,1,5,1,5,0,4,1,1,2,20486
34,1,3,15,2,1,3,3,1,3,1,2,0,1,0,0,2,20714
46,1,3,15,3,2,3,4,3,3,3,2,0,5,0,1,3,24619
47,1,1,15,2,1,3,3,0,3,2,5,0,3,1,0,1,17105
32,1,1,16,3,2,1,3,3,3,3,3,0,1,0,0,3,26244
28,1,1,15,3,1,3,2,0,3,1,2,0,4,0,1,1,22195
36,1,3,23,3,2,4,4,3,4,0,2,0,2,1,3,3,26698
36,0,1,24,2,2,3,3,1,3,3,3,0,3,0,1,2,22779
28,1,1,25,3,2,3,4,0,5,1,2,0,3,1,1,1,18196
36,1,1,14,2,2,4,5,0,3,1,3,0,3,1,1,1,21368
34,1,3,14,1,2,3,1,1,3,1,2,0,1,0,2,2,21799
37,1,1,9,2,1,4,4,0,3,1,6,0,5,1,1,1,21221
27,0,1,7,3,1,4,5,0,3,1,3,0,1,0,1,1,20685
36,0,1,24,2,2,3,3,1,3,3,3,0,3,1,0,2,22779
25,1,3,10,2,1,4,4,1,3,3,2,0,2,1,1,2,23255
35,1,3,31,3,1,3,5,1,4,3,2,1,5,1,1,2,23277
54,1,1,14,2,2,3,2,4,3,1,5,0,1,0,2,0,33492
44,1,3,6,3,1,3,3,1,5,1,6,1,2,0,0,2,20454
54,0,1,6,2,1,2,3,3,3,1,1,0,5,1,1,3,25502
54,1,3,8,2,1,2,4,3,3,1,7,0,5,1,1,3,25686
31,1,1,9,2,2,4,4,0,4,2,3,0,3,0,1,1,30594
38,0,1,8,3,1,3,4,0,4,1,5,0,3,0,0,1,17468
26,0,1,6,3,1,3,4,0,3,1,2,0,2,1,0,1,17007
51,1,1,15,2,2,3,3,0,3,1,4,0,3,1,0,1,17075
37,0,3,15,2,2,4,5,3,5,3,3,0,1,0,1,3,26265
57,0,3,13,2,1,3,2,4,5,1,2,0,3,1,1,0,31890
40,1,1,8,2,2,2,4,0,3,2,3,0,5,0,1,1,17809
37,0,3,25,3,2,2,3,3,4,3,2,1,5,0,0,3,22642
36,1,1,9,2,2,3,1,1,5,1,7,0,1,1,2,2,21842
39,1,1,10,1,1,3,4,1,3,2,5,1,5,0,1,2,4678
34,1,3,16,2,1,2,3,0,3,1,2,1,1,0,1,1,17220
36,1,1,32,3,1,3,4,3,3,1,3,1,3,0,2,3,29066
34,1,1,8,2,2,3,4,0,3,1,4,0,5,1,0,1,17768
37,1,1,8,2,2,3,4,0,3,2,7,1,3,0,2,1,17090
32,1,1,31,3,0,4,5,1,5,3,3,0,5,0,3,2,25490
39,1,1,7,1,1,4,4,3,5,0,3,0,4,1,3,3,32260
38,1,1,21,2,1,4,4,0,5,1,3,0,4,1,2,1,21712
38,1,3,6,2,0,2,4,1,3,3,5,0,1,0,1,2,23686
29,1,1,6,2,1,2,4,0,5,1,2,1,1,0,0,1,17319
24,0,3,8,2,1,3,4,0,4,2,3,1,5,1,2,1,19901
20,1,1,32,2,1,3,2,0,3,3,3,1,5,1,1,1,21672
24,1,1,27,1,2,2,4,0,5,1,1,0,3,0,0,1,17296
34,1,3,16,2,1,2,3,0,3,0,2,1,2,0,1,1,17220
35,0,2,30,2,1,3,4,3,5,1,2,1,3,1,1,3,28628
29,1,1,10,3,1,4,4,3,4,1,2,0,4,0,1,3,26333
45,1,1,17,2,2,4,4,0,3,3,3,1,3,1,3,1,21614
37,1,1,21,2,2,4,4,1,3,0,2,1,5,1,3,2,25264
28,1,1,9,2,1,3,4,0,5,1,3,0,3,0,2,1,21019
44,1,1,15,2,2,3,3,0,5,1,2,1,3,1,0,1,17559
25,0,2,17,3,2,3,4,0,3,1,2,0,4,1,2,1,20823
38,1,2,13,2,2,4,4,0,5,1,6,1,1,0,3,1,20751
32,0,3,14,3,0,2,3,3,3,3,2,0,4,1,1,3,23998
38,1,3,15,3,2,3,4,0,4,1,1,0,4,0,2,1,17899
43,1,1,24,2,0,3,3,1,5,3,5,1,2,0,1,2,25223
47,1,1,9,1,2,3,4,1,3,1,4,0,2,1,1,2,26057
41,1,3,29,3,2,4,5,1,3,0,4,1,3,1,2,2,25058
30,1,3,17,2,2,3,4,0,3,3,3,0,4,0,1,1,21320
47,1,1,8,2,1,2,3,4,3,0,2,1,4,1,0,0,31752
29,1,3,16,3,2,2,4,1,3,2,1,0,4,1,0,2,20869
28,0,3,15,3,2,3,4,1,3,1,2,0,3,1,2,2,23020
58,1,3,36,3,2,3,5,4,3,1,5,0,3,1,1,0,32796
35,1,3,9,2,2,3,3,3,3,1,7,0,5,0,1,3,22823
30,1,1,7,2,1,3,5,0,5,1,3,1,1,0,1,1,20997
57,0,1,16,3,1,4,4,0,3,0,4,0,2,0,1,1,21620
35,0,3,26,3,2,4,3,1,3,3,2,1,2,1,3,2,23982
46,1,3,11,2,1,2,4,1,5,1,6,1,4,0,1,2,23684
21,0,3,16,3,1,3,4,0,3,2,3,1,4,1,1,1,21001
46,1,3,8,3,1,3,3,4,5,0,1,0,2,1,0,0,32048
45,0,1,7,3,2,3,4,0,4,1,3,1,3,1,2,1,21020
34,1,1,8,2,2,3,4,0,3,1,4,0,5,1,2,1,17768
59,1,1,9,3,1,2,2,0,5,0,5,1,2,1,1,1,17670
39,1,1,9,3,2,4,4,0,3,0,8,1,4,0,1,1,21735
